EquationID,Equation,Result,ItemID,Context,Question,Correct_answer,Target_sentence_position,Number_of_propositions,Condition,Plausibility
x5891,922 + 670 + 696 = x5891,2288,12204,The victim relieved the rabbi and the tailor cut the friend the fabric after the clown nominated the mobster.,Did the tailor cut the fabric the friend?,No,second,three,BenefactiveDoubleObjectConstruction,plausible
x5893,172 + 944 + 370 = x5893,1486,12205,The hero repulsed the delinquent but the designer designed the brother the website and the countess applauded the socialist.,Did the designer design the website the brother?,No,second,three,BenefactiveDoubleObjectConstruction,plausible
x5894,786 + 684 + 795 = x5894,2265,12205,The hero repulsed the delinquent but the designer designed the brother the website and the countess applauded the socialist.,Did the designer design the website the brother?,No,second,three,BenefactiveDoubleObjectConstruction,plausible
x5896,280 + 776 + 150 = x5896,1206,12206,The rabbi distracted the pensioner but the engineers developed the company the software when the physicist addressed the sophomore.,Did the engineers develop the software the company?,No,second,three,BenefactiveDoubleObjectConstruction,plausible
x5897,892 + 750 + 406 = x5897,2048,12206,The rabbi distracted the pensioner but the engineers developed the company the software when the physicist addressed the sophomore.,Did the engineers develop the software the company?,No,second,three,BenefactiveDoubleObjectConstruction,plausible
x5899,115 + 271 + 411 = x5899,797,12207,The trickster bemused the shoemaker but the employee earned the colleague the bonus because the carrier placated the spiritual.,Did the employee earn the bonus the colleague?,No,second,three,BenefactiveDoubleObjectConstruction,plausible
x5900,927 + 852 + 329 = x5900,2108,12207,The trickster bemused the shoemaker but the employee earned the colleague the bonus because the carrier placated the spiritual.,Did the employee earn the bonus the colleague?,No,second,three,BenefactiveDoubleObjectConstruction,plausible
x5902,785 + 877 + 297 = x5902,1959,12208,The delivery cursed the go-between but the owner got the cat the toy after the pawnbroker yelled the gambler.,Did the owner get the toy the cat?,No,second,three,BenefactiveDoubleObjectConstruction,plausible
x5903,255 + 871 + 816 = x5903,1942,12208,The delivery cursed the go-between but the owner got the cat the toy after the pawnbroker yelled the gambler.,Did the owner get the toy the cat?,No,second,three,BenefactiveDoubleObjectConstruction,plausible
x5905,240 + 943 + 442 = x5905,1625,12209,The concierge suspected the illustrator when the master grilled the friends the vegetables and the optimist honored the commoner.,Did the master grill the vegetables the friends?,No,second,three,BenefactiveDoubleObjectConstruction,plausible
x5906,255 + 413 + 273 = x5906,941,12209,The concierge suspected the illustrator when the master grilled the friends the vegetables and the optimist honored the commoner.,Did the master grill the vegetables the friends?,No,second,three,BenefactiveDoubleObjectConstruction,plausible
x5908,758 + 456 + 674 = x5908,1888,12210,The accuser extoled the sophomore when the gardeners grew the community the garden but the trustee dazzled the champion.,Did the gardeners grow the garden the community?,No,second,three,BenefactiveDoubleObjectConstruction,plausible
x5909,589 + 254 + 835 = x5909,1678,12210,The accuser extoled the sophomore when the gardeners grew the community the garden but the trustee dazzled the champion.,Did the gardeners grow the garden the community?,No,second,three,BenefactiveDoubleObjectConstruction,plausible
x5911,103 + 854 + 543 = x5911,1500,12211,The collaborator insulted the roadworker when the boy knitted the patient the robe because the welder intrigued the figure-skater.,Did the boy knit the robe the patient?,No,second,three,BenefactiveDoubleObjectConstruction,plausible
x5912,123 + 340 + 742 = x5912,1205,12211,The collaborator insulted the roadworker when the boy knitted the patient the robe because the welder intrigued the figure-skater.,Did the boy knit the robe the patient?,No,second,three,BenefactiveDoubleObjectConstruction,plausible
x5914,659 + 163 + 537 = x5914,1359,12212,The concierge infuriated the lieutenant when the owner kept the dog the bone after the neurologist flattered the reverent.,Did the owner keep the bone the dog?,No,second,three,BenefactiveDoubleObjectConstruction,plausible
x5915,728 + 911 + 913 = x5915,2552,12212,The concierge infuriated the lieutenant when the owner kept the dog the bone after the neurologist flattered the reverent.,Did the owner keep the bone the dog?,No,second,three,BenefactiveDoubleObjectConstruction,plausible
x5917,111 + 775 + 102 = x5917,988,12213,The suspect escorted the procrastinator because the chef made the children the cake and the accuser misleaded the hoodlum.,Did the chef make the cake the children?,No,second,three,BenefactiveDoubleObjectConstruction,plausible
x5918,581 + 719 + 951 = x5918,2251,12213,The suspect escorted the procrastinator because the chef made the children the cake and the accuser misleaded the hoodlum.,Did the chef make the cake the children?,No,second,three,BenefactiveDoubleObjectConstruction,plausible
x5920,459 + 812 + 771 = x5920,2042,12214,The surgeon dismissed the mercenary because the customer ordered the waiter the meal but the stranger blamed the security.,Did the customer order the meal the waiter?,No,second,three,BenefactiveDoubleObjectConstruction,plausible
x5921,760 + 582 + 694 = x5921,2036,12214,The surgeon dismissed the mercenary because the customer ordered the waiter the meal but the stranger blamed the security.,Did the customer order the meal the waiter?,No,second,three,BenefactiveDoubleObjectConstruction,plausible
x5923,479 + 606 + 534 = x5923,1619,12215,The landlady accused the ringleader because the painter painted the niece the portrait when the townspeople squeezed the intermediary.,Did the painter paint the portrait the niece?,No,second,three,BenefactiveDoubleObjectConstruction,plausible
x5924,592 + 637 + 349 = x5924,1578,12215,The landlady accused the ringleader because the painter painted the niece the portrait when the townspeople squeezed the intermediary.,Did the painter paint the portrait the niece?,No,second,three,BenefactiveDoubleObjectConstruction,plausible
x5926,609 + 656 + 513 = x5926,1778,12216,The cat swindled the shrink because the florist picked the friend the flowers after the analyst entertained the caregiver.,Did the florist pick the flowers the friend?,No,second,three,BenefactiveDoubleObjectConstruction,plausible
x5927,502 + 228 + 799 = x5927,1529,12216,The cat swindled the shrink because the florist picked the friend the flowers after the analyst entertained the caregiver.,Did the florist pick the flowers the friend?,No,second,three,BenefactiveDoubleObjectConstruction,plausible
x5929,812 + 573 + 154 = x5929,1539,12217,The veteran invited the lineman after the chef prepared the guests the feast and the lithographer screamed the heiress.,Did the chef prepare the feast the guests?,No,second,three,BenefactiveDoubleObjectConstruction,plausible
x5930,844 + 437 + 293 = x5930,1574,12217,The veteran invited the lineman after the chef prepared the guests the feast and the lithographer screamed the heiress.,Did the chef prepare the feast the guests?,No,second,three,BenefactiveDoubleObjectConstruction,plausible
x5932,999 + 962 + 226 = x5932,2187,12218,The bidder notified the steward after the landlord rented the cousin the apartment but the russian mortified the veteran.,Did the landlord rent the apartment the cousin?,No,second,three,BenefactiveDoubleObjectConstruction,plausible
x5933,837 + 957 + 183 = x5933,1977,12218,The bidder notified the steward after the landlord rented the cousin the apartment but the russian mortified the veteran.,Did the landlord rent the apartment the cousin?,No,second,three,BenefactiveDoubleObjectConstruction,plausible
x5935,612 + 682 + 739 = x5935,2033,12219,The novelist beated the deacon after the theatergoer reserved the parents the seats because the regular asked the despot.,Did the theatergoer reserve the seats the parents?,No,second,three,BenefactiveDoubleObjectConstruction,plausible
x5936,803 + 767 + 766 = x5936,2336,12219,The novelist beated the deacon after the theatergoer reserved the parents the seats because the regular asked the despot.,Did the theatergoer reserve the seats the parents?,No,second,three,BenefactiveDoubleObjectConstruction,plausible
x5938,887 + 623 + 431 = x5938,1941,12220,The mover filmed the storekeeper after the dad rolled the children the ball when the outsider extoled the hairdresser.,Did the dad roll the ball the children?,No,second,three,BenefactiveDoubleObjectConstruction,plausible
x5939,151 + 996 + 940 = x5939,2087,12220,The mover filmed the storekeeper after the dad rolled the children the ball when the outsider extoled the hairdresser.,Did the dad roll the ball the children?,No,second,three,BenefactiveDoubleObjectConstruction,plausible
x5941,575 + 785 + 681 = x5941,2041,12221,The typist seduced the dictator and the monk invited the hero but the conservationist saved the squirrel the nuts.,Did the conservationist save the nuts the squirrel?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5942,595 + 312 + 432 = x5942,1339,12221,The typist seduced the dictator and the monk invited the hero but the conservationist saved the squirrel the nuts.,Did the conservationist save the nuts the squirrel?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5944,713 + 888 + 690 = x5944,2291,12222,The idiot spoted the investment and the spokesman tickled the landscaper when the owner secured the dog the leash.,Did the owner secure the leash the dog?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5945,940 + 392 + 145 = x5945,1477,12222,The idiot spoted the investment and the spokesman tickled the landscaper when the owner secured the dog the leash.,Did the owner secure the leash the dog?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5947,257 + 493 + 594 = x5947,1344,12223,The hiker poked the bricklayer and the actuary perplexed the sinner because the host set the guests the table.,Did the host set the table the guests?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5948,812 + 220 + 272 = x5948,1304,12223,The hiker poked the bricklayer and the actuary perplexed the sinner because the host set the guests the table.,Did the host set the table the guests?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5950,487 + 977 + 444 = x5950,1908,12224,The hypochondriac targeted the oracle and the chemist dazzled the scout after the therapist shaped the patient the session.,Did the therapist shape the session the patient?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5951,754 + 186 + 927 = x5951,1867,12224,The hypochondriac targeted the oracle and the chemist dazzled the scout after the therapist shaped the patient the session.,Did the therapist shape the session the patient?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5953,303 + 745 + 268 = x5953,1316,12225,The statistician outraged the cheerleader but the chaplain harassed the brewer and the illusionist stole the thief the moment.,Did the illusionist steal the moment the thief?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5954,935 + 834 + 494 = x5954,2263,12225,The statistician outraged the cheerleader but the chaplain harassed the brewer and the illusionist stole the thief the moment.,Did the illusionist steal the moment the thief?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5956,777 + 704 + 982 = x5956,2463,12226,The wizard humiliated the commissioner but the bishop pated the baroness when the guest washed the host the dishes.,Did the guest wash the dishes the host?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5957,733 + 582 + 819 = x5957,2134,12226,The wizard humiliated the commissioner but the bishop pated the baroness when the guest washed the host the dishes.,Did the guest wash the dishes the host?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5959,785 + 961 + 278 = x5959,2024,12227,The proctor paged the accuser but the acupuncturist squeezed the healer because the author wrote the friend the book.,Did the author write the book the friend?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5960,149 + 450 + 888 = x5960,1487,12227,The proctor paged the accuser but the acupuncturist squeezed the healer because the author wrote the friend the book.,Did the author write the book the friend?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5962,868 + 549 + 444 = x5962,1861,12228,The weightlifter isolated the propagandist but the passenger naged the lunatic after the chef boiled the guests the pasta.,Did the chef boil the pasta the guests?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5963,330 + 210 + 507 = x5963,1047,12228,The weightlifter isolated the propagandist but the passenger naged the lunatic after the chef boiled the guests the pasta.,Did the chef boil the pasta the guests?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5965,319 + 889 + 618 = x5965,1826,12229,The idiot mystified the dane when the organist befuddled the arbitrator and the architect built the couple the house.,Did the architect build the house the couple?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5966,442 + 560 + 204 = x5966,1206,12229,The idiot mystified the dane when the organist befuddled the arbitrator and the architect built the couple the house.,Did the architect build the house the couple?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5968,212 + 299 + 700 = x5968,1211,12230,The benefactor accused the medic when the steward awed the playwright but the man cashed the friend the check.,Did the man cash the check the friend?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5969,134 + 566 + 340 = x5969,1040,12230,The benefactor accused the medic when the steward awed the playwright but the man cashed the friend the check.,Did the man cash the check the friend?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5971,211 + 911 + 883 = x5971,2005,12231,The valet repulsed the psychologist when the security sighted the welder because the agent chartered the tourists the yacht.,Did the agent charter the yacht the tourists?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5972,144 + 633 + 862 = x5972,1639,12231,The valet repulsed the psychologist when the security sighted the welder because the agent chartered the tourists the yacht.,Did the agent charter the yacht the tourists?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5974,243 + 814 + 294 = x5974,1351,12232,The custodian interviewed the commander when the dane perplexed the sorcerer after the cleaner cleaned the parents the house.,Did the cleaner clean the house the parents?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5975,291 + 714 + 573 = x5975,1578,12232,The custodian interviewed the commander when the dane perplexed the sorcerer after the cleaner cleaned the parents the house.,Did the cleaner clean the house the parents?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5977,147 + 332 + 467 = x5977,946,12233,The vagrant singed the rival because the dog filmed the medic and the researcher compiled the team the report.,Did the researcher compile the report the team?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5978,857 + 199 + 519 = x5978,1575,12233,The vagrant singed the rival because the dog filmed the medic and the researcher compiled the team the report.,Did the researcher compile the report the team?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5980,200 + 769 + 182 = x5980,1151,12234,The buyer diagnosed the helper because the cheerleader acknowledged the teenager but the chef cooked the family the meal.,Did the chef cook the meal the family?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5981,125 + 190 + 719 = x5981,1034,12234,The buyer diagnosed the helper because the cheerleader acknowledged the teenager but the chef cooked the family the meal.,Did the chef cook the meal the family?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5983,432 + 985 + 762 = x5983,2179,12235,The neurologist raved the rancher because the proctor poked the importer when the team cut the kids the fruit.,Did the team cut the fruit the kids?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5984,698 + 188 + 818 = x5984,1704,12235,The neurologist raved the rancher because the proctor poked the importer when the team cut the kids the fruit.,Did the team cut the fruit the kids?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5986,104 + 291 + 900 = x5986,1295,12236,The commissioner remembered the custodian because the butler assuaged the culprit after the mechanic fixed the neighbor the car.,Did the mechanic fix the car the neighbor?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5987,108 + 537 + 592 = x5987,1237,12236,The commissioner remembered the custodian because the butler assuaged the culprit after the mechanic fixed the neighbor the car.,Did the mechanic fix the car the neighbor?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5989,662 + 375 + 109 = x5989,1146,12237,The optician escorted the petitioner after the psychiatrist antagonized the kleptomaniac and the man found the sister the book.,Did the man find the book the sister?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5990,717 + 128 + 595 = x5990,1440,12237,The optician escorted the petitioner after the psychiatrist antagonized the kleptomaniac and the man found the sister the book.,Did the man find the book the sister?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5992,807 + 683 + 246 = x5992,1736,12238,The weaver investigated the user after the outsider awaited the panhandler but the girl got the cat the toy.,Did the girl get the toy the cat?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5993,374 + 765 + 634 = x5993,1773,12238,The weaver investigated the user after the outsider awaited the panhandler but the girl got the cat the toy.,Did the girl get the toy the cat?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5995,180 + 640 + 898 = x5995,1718,12239,The champion snubed the hunter after the psychiatrist buged the respondent because the collector kept the nephew the coin.,Did the collector keep the coin the nephew?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5996,541 + 670 + 304 = x5996,1515,12239,The champion snubed the hunter after the psychiatrist buged the respondent because the collector kept the nephew the coin.,Did the collector keep the coin the nephew?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5998,231 + 248 + 392 = x5998,871,12240,The adjuster reimbursed the storekeeper after the merchant quized the procrastinator when the decorator set the clients the table.,Did the decorator set the table the clients?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x5999,279 + 246 + 324 = x5999,849,12240,The adjuster reimbursed the storekeeper after the merchant quized the procrastinator when the decorator set the clients the table.,Did the decorator set the table the clients?,No,third,three,BenefactiveDoubleObjectConstruction,plausible
x6001,722 + 674 + 954 = x6001,2350,12241,The chef baked the cookies the child and the motorcyclist tailgated the signatory but the psychopath invoiced the protagonist.,Did the chef bake the child the cookies?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6002,951 + 243 + 931 = x6002,2125,12241,The chef baked the cookies the child and the motorcyclist tailgated the signatory but the psychopath invoiced the protagonist.,Did the chef bake the child the cookies?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6004,134 + 619 + 311 = x6004,1064,12242,The agent booked the flight the traveler and the housemaid raved the jock when the geophysicist tailgated the chief.,Did the agent book the traveler the flight?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6005,396 + 342 + 288 = x6005,1026,12242,The agent booked the flight the traveler and the housemaid raved the jock when the geophysicist tailgated the chief.,Did the agent book the traveler the flight?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6007,941 + 473 + 675 = x6007,2089,12243,The fisherman caught the fish the kid and the watchman esteemed the psychologist because the percussionist antagonized the scout.,Did the fisherman catch the kid the fish?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6008,758 + 866 + 558 = x6008,2182,12243,The fisherman caught the fish the kid and the watchman esteemed the psychologist because the percussionist antagonized the scout.,Did the fisherman catch the kid the fish?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6010,729 + 126 + 131 = x6010,986,12244,The aunt bought the toy the nephew and the geneticist hounded the candidate after the anesthesiologist mentioned the outsider.,Did the aunt buy the nephew the toy?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6011,518 + 718 + 274 = x6011,1510,12244,The aunt bought the toy the nephew and the geneticist hounded the candidate after the anesthesiologist mentioned the outsider.,Did the aunt buy the nephew the toy?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6013,375 + 165 + 572 = x6013,1112,12245,The sculptor carved the sculpture the student but the extremist encountered the hypochondriac and the envoy teased the lieutenant.,Did the sculptor carve the student the sculpture?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6014,261 + 547 + 834 = x6014,1642,12245,The sculptor carved the sculpture the student but the extremist encountered the hypochondriac and the envoy teased the lieutenant.,Did the sculptor carve the student the sculpture?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6016,298 + 793 + 639 = x6016,1730,12246,The architect designed the kennel the dog but the go-between beated the helper when the shrink infuriated the russian.,Did the architect design the dog the kennel?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6017,101 + 909 + 528 = x6017,1538,12246,The architect designed the kennel the dog but the go-between beated the helper when the shrink infuriated the russian.,Did the architect design the dog the kennel?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6019,193 + 972 + 188 = x6019,1353,12247,The technician fixed the computer the friend but the underwriter infuriated the veterinarian because the pole invited the orthopedist.,Did the technician fix the friend the computer?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6020,213 + 891 + 659 = x6020,1763,12247,The technician fixed the computer the friend but the underwriter infuriated the veterinarian because the pole invited the orthopedist.,Did the technician fix the friend the computer?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6022,508 + 644 + 215 = x6022,1367,12248,The girl found the toy the cat but the physicist plagiarized the biologist after the lecturer harassed the contender.,Did the girl find the cat the toy?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6023,213 + 328 + 386 = x6023,927,12248,The girl found the toy the cat but the physicist plagiarized the biologist after the lecturer harassed the contender.,Did the girl find the cat the toy?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6025,529 + 943 + 587 = x6025,2059,12249,The gardener grew the vegetables the family when the wench teased the commoner and the importer defended the cabinetmaker.,Did the gardener grow the family the vegetables?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6026,755 + 662 + 458 = x6026,1875,12249,The gardener grew the vegetables the family when the wench teased the commoner and the importer defended the cabinetmaker.,Did the gardener grow the family the vegetables?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6028,244 + 560 + 640 = x6028,1444,12250,The tailor made the dress the sister when the kleptomaniac scared the officer but the perpetrator aggravated the landscaper.,Did the tailor make the sister the dress?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6029,574 + 532 + 997 = x6029,2103,12250,The tailor made the dress the sister when the kleptomaniac scared the officer but the perpetrator aggravated the landscaper.,Did the tailor make the sister the dress?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6031,552 + 238 + 263 = x6031,1053,12251,The customer ordered the meal the waiter when the wife ruined the opponent because the collaborator befriended the drummer.,Did the customer order the waiter the meal?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6032,483 + 716 + 995 = x6032,2194,12251,The customer ordered the meal the waiter when the wife ruined the opponent because the collaborator befriended the drummer.,Did the customer order the waiter the meal?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6034,951 + 404 + 688 = x6034,2043,12252,The artist painted the picture the niece when the passenger reassured the undergraduate after the miner hurted the football.,Did the artist paint the niece the picture?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6035,185 + 128 + 398 = x6035,711,12252,The artist painted the picture the niece when the passenger reassured the undergraduate after the miner hurted the football.,Did the artist paint the niece the picture?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6037,828 + 500 + 838 = x6037,2166,12253,The florist picked the flower the kid because the despot healed the miser and the surgeon mystified the fool.,Did the florist pick the kid the flower?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6038,534 + 302 + 352 = x6038,1188,12253,The florist picked the flower the kid because the despot healed the miser and the surgeon mystified the fool.,Did the florist pick the kid the flower?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6040,210 + 706 + 108 = x6040,1024,12254,The chef prepared the meal the guest because the cowboy tickled the blonde but the emissary baffled the analyst.,Did the chef prepare the guest the meal?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6041,404 + 874 + 127 = x6041,1405,12254,The chef prepared the meal the guest because the cowboy tickled the blonde but the emissary baffled the analyst.,Did the chef prepare the guest the meal?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6043,572 + 974 + 827 = x6043,2373,12255,The landlord rented the movie the cousin because the weightlifter targeted the machinist when the fool noticed the vagrant.,Did the landlord rent the cousin the movie?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6044,578 + 330 + 539 = x6044,1447,12255,The landlord rented the movie the cousin because the weightlifter targeted the machinist when the fool noticed the vagrant.,Did the landlord rent the cousin the movie?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6046,576 + 709 + 872 = x6046,2157,12256,The organizer reserved the seat the parent because the chiseler persuaded the saxophonist after the astronaut photographed the manservant.,Did the organizer reserve the parent the seat?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6047,358 + 655 + 529 = x6047,1542,12256,The organizer reserved the seat the parent because the chiseler persuaded the saxophonist after the astronaut photographed the manservant.,Did the organizer reserve the parent the seat?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6049,753 + 581 + 136 = x6049,1470,12257,The baker rolled the dough the child after the housemaid affronted the defender and the concierge judged the invader.,Did the baker roll the child the dough?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6050,634 + 167 + 425 = x6050,1226,12257,The baker rolled the dough the child after the housemaid affronted the defender and the concierge judged the invader.,Did the baker roll the child the dough?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6052,366 + 776 + 914 = x6052,2056,12258,The conservationist saved the nest the bird after the pensioner noted the german but the choreographer ignored the dealer.,Did the conservationist save the bird the nest?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6053,490 + 510 + 457 = x6053,1457,12258,The conservationist saved the nest the bird after the pensioner noted the german but the choreographer ignored the dealer.,Did the conservationist save the bird the nest?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6055,889 + 731 + 663 = x6055,2283,12259,The owner secured the leash the dog after the academic chastised the appraiser because the tramp investigated the jester.,Did the owner secure the dog the leash?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6056,849 + 232 + 130 = x6056,1211,12259,The owner secured the leash the dog after the academic chastised the appraiser because the tramp investigated the jester.,Did the owner secure the dog the leash?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6058,812 + 741 + 486 = x6058,2039,12260,The educator shaped the lesson the student after the goalie invoiced the heretic when the geneticist dismissed the churchgoer.,Did the educator shape the student the lesson?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6059,889 + 169 + 226 = x6059,1284,12260,The educator shaped the lesson the student after the goalie invoiced the heretic when the geneticist dismissed the churchgoer.,Did the educator shape the student the lesson?,No,first,three,BenefactiveDoubleObjectConstruction,implausible
x6061,744 + 319 + 532 = x6061,1595,12261,The prima_donna sickened the watchmaker and the thief stole the item the criminal but the greek humiliated the toymaker.,Did the thief steal the criminal the item?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6062,966 + 287 + 549 = x6062,1802,12261,The prima_donna sickened the watchmaker and the thief stole the item the criminal but the greek humiliated the toymaker.,Did the thief steal the criminal the item?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6064,605 + 950 + 489 = x6064,2044,12262,The veteran vexed the performer and the roommate washed the dish the friend when the extremist undermined the songwriter.,Did the roommate wash the friend the dish?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6065,718 + 730 + 964 = x6065,2412,12262,The veteran vexed the performer and the roommate washed the dish the friend when the extremist undermined the songwriter.,Did the roommate wash the friend the dish?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6067,941 + 666 + 866 = x6067,2473,12263,The telemarketer spoted the missionary and the author wrote the story the child because the caregiver screamed the watchmaker.,Did the author write the child the story?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6068,263 + 868 + 324 = x6068,1455,12263,The telemarketer spoted the missionary and the author wrote the story the child because the caregiver screamed the watchmaker.,Did the author write the child the story?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6070,149 + 781 + 115 = x6070,1045,12264,The russian raved the acupuncturist and the coordinator arranged the accommodations the guest after the biologist fascinated the roadworker.,Did the coordinator arrange the guest the accommodations?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6071,559 + 339 + 208 = x6071,1106,12264,The russian raved the acupuncturist and the coordinator arranged the accommodations the guest after the biologist fascinated the roadworker.,Did the coordinator arrange the guest the accommodations?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6073,620 + 585 + 863 = x6073,2068,12265,The realtor alerted the parent but the manager assembled the presentation the team and the kleptomaniac noticed the envoy.,Did the manager assemble the team the presentation?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6074,842 + 800 + 534 = x6074,2176,12265,The realtor alerted the parent but the manager assembled the presentation the team and the kleptomaniac noticed the envoy.,Did the manager assemble the team the presentation?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6076,810 + 492 + 417 = x6076,1719,12266,The bride deceived the residents but the chef grilled the burger the family when the optometrist suspected the victim.,Did the chef grill the family the burger?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6077,869 + 456 + 287 = x6077,1612,12266,The bride deceived the residents but the chef grilled the burger the family when the optometrist suspected the victim.,Did the chef grill the family the burger?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6079,729 + 310 + 649 = x6079,1688,12267,The chemist isolated the bullfighter but the volunteer knit the blanket the dog because the professor fascinated the understudy.,Did the volunteer knit the dog the blanket?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6080,507 + 215 + 133 = x6080,855,12267,The chemist isolated the bullfighter but the volunteer knit the blanket the dog because the professor fascinated the understudy.,Did the volunteer knit the dog the blanket?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6082,319 + 172 + 476 = x6082,967,12268,The acupuncturist mentioned the botanist but the student earned the scholarship the sister after the veteran flattered the shrink.,Did the student earn the sister the scholarship?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
x6083,592 + 857 + 493 = x6083,1942,12268,The acupuncturist mentioned the botanist but the student earned the scholarship the sister after the veteran flattered the shrink.,Did the student earn the sister the scholarship?,No,second,three,BenefactiveDoubleObjectConstruction,implausible
