Group,ItemID,Context,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,Question,Correct_answer,Target_sentence_position,Number_of_propositions,Condition,Plausibility,Item,Arithmetic,Task
J,7842,The broker accused the prince and the instrumentalist scorned the pensioner when the wire was bent by the tailor.,The,broker,accused,the,prince,and,the,instrumentalist,scorned,the,pensioner,when,the,wire,was,bent,by,the,tailor.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Was the wire bent by the tailor?,J,third,three,Passive,plausible,82,1digit_2addition,single
J,11781,The 9 scout + peeved 8 the = heiress x6181 and 3 the + player 3 was = kicked x6182 by 4 the + ball 1 but = the x6183 mailman 9 harassed + the 6 healer.,The,9,scout,+,peeved,8,the,=,heiress,x6181,and,3,the,+,player,3,was,=,kicked,x6182,by,4,the,+,ball,1,but,=,the,x6183,mailman,9,harassed,+,the,6,healer.,*,*,*,*,Was the ball kicked by the player?,F,second,three,Passive,implausible,101,1digit_2addition,dual
J,11782,The 9 psychologist + eyed 7 the = linguist x6185 and 2 the + burglar 4 was = knocked x6186 by 5 the + door 8 when = the x6187 chiseler 7 harassed + the 7 petitioner.,The,9,psychologist,+,eyed,7,the,=,linguist,x6185,and,2,the,+,burglar,4,was,=,knocked,x6186,by,5,the,+,door,8,when,=,the,x6187,chiseler,7,harassed,+,the,7,petitioner.,*,*,*,*,Was the door knocked by the burglar?,F,second,three,Passive,implausible,102,1digit_2addition,noisy-single
J,11801,The regular singed the lithographer and the refugee begrudged the geneticist but the carpenter was assembled by the bookshelf.,The,regular,singed,the,lithographer,and,the,refugee,begrudged,the,geneticist,but,the,carpenter,was,assembled,by,the,bookshelf.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Was the bookshelf assembled by the carpenter?,F,third,three,Passive,implausible,121,1digit_2addition,single
J,11722,The 4 translator + complimented 3 the = husband x5945 and 2 the + mat 3 was = bent x5946 by 2 the + instructor 8 when = the x5947 shortstop 7 derided + the 9 welder.,The,4,translator,+,complimented,3,the,=,husband,x5945,and,2,the,+,mat,3,was,=,bent,x5946,by,2,the,+,instructor,8,when,=,the,x5947,shortstop,7,derided,+,the,9,welder.,*,*,*,*,Was the instructor bent by the mat?,F,second,three,Passive,plausible,122,1digit_2addition,dual
J,11741,The 3 invader + suspected 2 the = authorities x6021 and 8 the + soundman 7 neglected = the x6022 yardman 5 but + the 5 door = was x6023 kicked 9 by + the 3 guy.,The,3,invader,+,suspected,2,the,=,authorities,x6021,and,8,the,+,soundman,7,neglected,=,the,x6022,yardman,5,but,+,the,5,door,=,was,x6023,kicked,9,by,+,the,3,guy.,*,*,*,*,Was the guy kicked by the door?,F,third,three,Passive,plausible,141,1digit_2addition,noisy-single
J,11742,The milkman distressed the russian and the traditionalist enraged the wizard when the door was knocked by the student.,The,milkman,distressed,the,russian,and,the,traditionalist,enraged,the,wizard,when,the,door,was,knocked,by,the,student.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Was the student knocked by the door?,F,third,three,Passive,plausible,142,1digit_2addition,single
J,8081,The 3 tenor + victimized 7 the = entomologist x1601 and 4 the + mutineer 7 raved = the x1602 hypochondriac 6 but + the 3 manager = allocated x1603 the 5 tasks + the 7 employees.,The,3,tenor,+,victimized,7,the,=,entomologist,x1601,and,4,the,+,mutineer,7,raved,=,the,x1602,hypochondriac,6,but,+,the,3,manager,=,allocated,x1603,the,5,tasks,+,the,7,employees.,*,*,*,*,Did the manager allocate the tasks the employees?,J,third,three,DoubleObjectConstruction,implausible,161,1digit_2addition,dual
J,8082,The 6 clarinetist + cited 6 the = merchant x1605 and 5 the + shepherd 1 scorned = the x1606 butler 3 when + the 4 lady = assigned x1607 the 2 project + the 5 assistant.,The,6,clarinetist,+,cited,6,the,=,merchant,x1605,and,5,the,+,shepherd,1,scorned,=,the,x1606,butler,3,when,+,the,4,lady,=,assigned,x1607,the,2,project,+,the,5,assistant.,*,*,*,*,Did the lady assign the project the assistant?,J,third,three,DoubleObjectConstruction,implausible,162,1digit_2addition,noisy-single
J,8101,The borrower owed the money the lender and the lineman choked the auctioneer but the litigator bullied the psychologist.,The,borrower,owed,the,money,the,lender,and,the,lineman,choked,the,auctioneer,but,the,litigator,bullied,the,psychologist.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the borrower owe the money the lender?,J,first,three,DoubleObjectConstruction,implausible,181,1digit_2addition,single
J,8022,The 5 felon + contradicted 6 the = newscaster x1365 and 7 the + parishioner 9 beated = the x1366 weightlifter 3 when + the 6 student = passed x1367 the 5 teacher + the 5 assignment.,The,5,felon,+,contradicted,6,the,=,newscaster,x1365,and,7,the,+,parishioner,9,beated,=,the,x1366,weightlifter,3,when,+,the,6,student,=,passed,x1367,the,5,teacher,+,the,5,assignment.,*,*,*,*,Did the student pass the teacher the assignment?,J,third,three,DoubleObjectConstruction,plausible,182,1digit_2addition,dual
J,8041,The 4 manager + allocated 2 the = department x1441 the 4 budget + and 9 the = neurologist x1442 plagiarized 8 the + newswoman 5 but = the x1443 mariner 6 quized + the 2 husband.,The,4,manager,+,allocated,2,the,=,department,x1441,the,4,budget,+,and,9,the,=,neurologist,x1442,plagiarized,8,the,+,newswoman,5,but,=,the,x1443,mariner,6,quized,+,the,2,husband.,*,*,*,*,Did the manager allocate the department the budget?,J,first,three,DoubleObjectConstruction,plausible,201,1digit_2addition,noisy-single
J,8042,The teacher assigned the students the homework and the typesetter befuddled the intruder when the supplier plagiarized the benefactor.,The,teacher,assigned,the,students,the,homework,and,the,typesetter,befuddled,the,intruder,when,the,supplier,plagiarized,the,benefactor.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the teacher assign the students the homework?,J,first,three,DoubleObjectConstruction,plausible,202,1digit_2addition,single
J,11981,The 2 steelworker + astounded 5 the = photographer x6981 and 4 the + wizard 1 signaled = the x6982 obstetrician 4 but + the 6 debtor = owed x6983 the 6 debt + the 6 creditor.,The,2,steelworker,+,astounded,5,the,=,photographer,x6981,and,4,the,+,wizard,1,signaled,=,the,x6982,obstetrician,4,but,+,the,6,debtor,=,owed,x6983,the,6,debt,+,the,6,creditor.,*,*,*,*,Did the debtor owe the creditor the debt?,F,third,three,DoubleObjectConstruction,implausible,221,1digit_2addition,dual
J,11982,The 9 stranger + shamed 9 the = proctor x6985 and 5 the + realtor 5 buged = the x6986 user 3 when + the 4 student = passed x6987 the 2 note + the 3 classmate.,The,9,stranger,+,shamed,9,the,=,proctor,x6985,and,5,the,+,realtor,5,buged,=,the,x6986,user,3,when,+,the,4,student,=,passed,x6987,the,2,note,+,the,3,classmate.,*,*,*,*,Did the student pass the classmate the note?,F,third,three,DoubleObjectConstruction,implausible,222,1digit_2addition,noisy-single
J,12081,The manservant approved the partner and the manager allocated the employees to the tasks  but the residents neglected the undergraduate.,The,manservant,approved,the,partner,and,the,manager,allocated,the,employees,to,the,tasks,but,the,residents,neglected,the,undergraduate.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the manager allocate the tasks to the employees?,F,second,three,DativeConstruction,implausible,241,1digit_2addition,single
J,12002,The 8 lady + assigned 3 the = project x7065 to 4 the + assistant 9 and = the x7066 usher 6 jinxed + the 4 lyricist = when x7067 the 3 janitor + challenged 8 the = understudy.,The,8,lady,+,assigned,3,the,=,project,x7065,to,4,the,+,assistant,9,and,=,the,x7066,usher,6,jinxed,+,the,4,lyricist,=,when,x7067,the,3,janitor,+,challenged,8,the,=,understudy.,*,*,Did the lady assign the assistant to the project?,F,first,three,DativeConstruction,plausible,242,1digit_2addition,dual
J,12021,The 3 geographer + heared 8 the = clown x7141 and 5 the + borrower 4 owed = the x7142 money 8 to + the 8 lender = but x7143 the 4 general + appeased 9 the = webmaster.,The,3,geographer,+,heared,8,the,=,clown,x7141,and,5,the,+,borrower,4,owed,=,the,x7142,money,8,to,+,the,8,lender,=,but,x7143,the,4,general,+,appeased,9,the,=,webmaster.,*,*,Did the borrower owe the lender to the money?,F,second,three,DativeConstruction,plausible,261,1digit_2addition,noisy-single
J,12022,The panhandler choked the communist and the student passed the assignment to the teacher when the liberal overcharged the sportscaster.,The,panhandler,choked,the,communist,and,the,student,passed,the,assignment,to,the,teacher,when,the,liberal,overcharged,the,sportscaster.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the student pass the teacher to the assignment?,F,second,three,DativeConstruction,plausible,262,1digit_2addition,single
J,8281,The 7 manager + allocated 9 the = department x2421 to 2 the + budget 4 and = the x2422 american 6 shoved + the 7 weaver = but x2423 the 4 trustee + provoked 1 the = intermediary.,The,7,manager,+,allocated,9,the,=,department,x2421,to,2,the,+,budget,4,and,=,the,x2422,american,6,shoved,+,the,7,weaver,=,but,x2423,the,4,trustee,+,provoked,1,the,=,intermediary.,*,*,Did the manager allocate the department to the budget?,J,first,three,DativeConstruction,implausible,281,1digit_2addition,dual
J,8282,The 2 teacher + assigned 5 the = students x2425 to 2 the + homework 2 and = the x2426 russian 9 derided + the 3 conservator = when x2427 the 7 strategist + mollified 7 the = extremist.,The,2,teacher,+,assigned,5,the,=,students,x2425,to,2,the,+,homework,2,and,=,the,x2426,russian,9,derided,+,the,3,conservator,=,when,x2427,the,7,strategist,+,mollified,7,the,=,extremist.,*,*,Did the teacher assign the students to the homework?,J,first,three,DativeConstruction,implausible,282,1digit_2addition,noisy-single
J,8301,The jeweler avoided the hotelier and the debtor owed the creditor to the debt  but the bricklayer eyed the train.,The,jeweler,avoided,the,hotelier,and,the,debtor,owed,the,creditor,to,the,debt,but,the,bricklayer,eyed,the,train.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the debtor owe the creditor to the debt?,J,second,three,DativeConstruction,implausible,301,1digit_2addition,single
J,8222,The 6 student + passed 2 the = note x2165 to 9 the + classmate 7 and = the x2166 churchgoer 1 goaded + the 6 gourmand = when x2167 the 8 welder + quized 6 the = refugee.,The,6,student,+,passed,2,the,=,note,x2165,to,9,the,+,classmate,7,and,=,the,x2166,churchgoer,1,goaded,+,the,6,gourmand,=,when,x2167,the,8,welder,+,quized,6,the,=,refugee.,*,*,Did the student pass the note to the classmate?,J,first,three,DativeConstruction,plausible,302,1digit_2addition,dual
J,8321,The 8 invader + judged 2 the = bassist x2581 and 9 the + typist 2 fighted = the x2582 dane 7 but + the 4 chef = baked x2583 the 4 child + the 1 cookies.,The,8,invader,+,judged,2,the,=,bassist,x2581,and,9,the,+,typist,2,fighted,=,the,x2582,dane,7,but,+,the,4,chef,=,baked,x2583,the,4,child,+,the,1,cookies.,*,*,*,*,Did the chef bake the child the cookies?,J,third,three,BenefactiveDoubleObjectConstruction,plausible,321,1digit_2addition,noisy-single
J,8322,The showman advised the pacifist and the housemaid healed the hippie when the agent booked the traveler the flight.,The,showman,advised,the,pacifist,and,the,housemaid,healed,the,hippie,when,the,agent,booked,the,traveler,the,flight.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the agent book the traveler the flight?,J,third,three,BenefactiveDoubleObjectConstruction,plausible,322,1digit_2addition,single
J,12261,The 9 prima_donna + sickened 8 the = watchmaker x8121 and 5 the + thief 2 stole = the x8122 item 9 the + criminal 8 but = the x8123 greek 7 humiliated + the 5 toymaker.,The,9,prima_donna,+,sickened,8,the,=,watchmaker,x8121,and,5,the,+,thief,2,stole,=,the,x8122,item,9,the,+,criminal,8,but,=,the,x8123,greek,7,humiliated,+,the,5,toymaker.,*,*,*,*,Did the thief steal the criminal the item?,F,second,three,BenefactiveDoubleObjectConstruction,implausible,341,1digit_2addition,dual
J,12262,The 9 veteran + vexed 4 the = performer x8125 and 4 the + roommate 2 washed = the x8126 dish 8 the + friend 2 when = the x8127 extremist 3 undermined + the 1 songwriter.,The,9,veteran,+,vexed,4,the,=,performer,x8125,and,4,the,+,roommate,2,washed,=,the,x8126,dish,8,the,+,friend,2,when,=,the,x8127,extremist,3,undermined,+,the,1,songwriter.,*,*,*,*,Did the roommate wash the friend the dish?,F,second,three,BenefactiveDoubleObjectConstruction,implausible,342,1digit_2addition,noisy-single
J,12281,The taxpayer placated the auctioneer and the champion fighted the hypnotist but the maid cleaned the rooms the siblings.,The,taxpayer,placated,the,auctioneer,and,the,champion,fighted,the,hypnotist,but,the,maid,cleaned,the,rooms,the,siblings.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the maid clean the siblings the rooms?,F,third,three,BenefactiveDoubleObjectConstruction,implausible,361,1digit_2addition,single
J,12202,The 6 infantryman + evaluated 1 the = traditionalist x7885 and 1 the + researcher 6 compiled = the x7886 team 7 the + report 1 when = the x7887 pathologist 7 observed + the 3 linguist.,The,6,infantryman,+,evaluated,1,the,=,traditionalist,x7885,and,1,the,+,researcher,6,compiled,=,the,x7886,team,7,the,+,report,1,when,=,the,x7887,pathologist,7,observed,+,the,3,linguist.,*,*,*,*,Did the researcher compile the report the team?,F,second,three,BenefactiveDoubleObjectConstruction,plausible,362,1digit_2addition,dual
J,12221,The 9 typist + seduced 6 the = dictator x7961 and 9 the + monk 6 invited = the x7962 hero 5 but + the 7 conservationist = saved x7963 the 9 squirrel + the 6 nuts.,The,9,typist,+,seduced,6,the,=,dictator,x7961,and,9,the,+,monk,6,invited,=,the,x7962,hero,5,but,+,the,7,conservationist,=,saved,x7963,the,9,squirrel,+,the,6,nuts.,*,*,*,*,Did the conservationist save the nuts the squirrel?,F,third,three,BenefactiveDoubleObjectConstruction,plausible,381,1digit_2addition,noisy-single
J,12222,The idiot spoted the investment and the spokesman tickled the landscaper when the owner secured the dog the leash.,The,idiot,spoted,the,investment,and,the,spokesman,tickled,the,landscaper,when,the,owner,secured,the,dog,the,leash.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the owner secure the leash the dog?,F,third,three,BenefactiveDoubleObjectConstruction,plausible,382,1digit_2addition,single
J,8561,The 6 newscaster + beged 5 the = skater x3541 and 7 the + socialite 3 strangled = the x3542 rustler 5 but + the 1 chef = baked x3543 the 4 child + for 4 the = cookies.,The,6,newscaster,+,beged,5,the,=,skater,x3541,and,7,the,+,socialite,3,strangled,=,the,x3542,rustler,5,but,+,the,1,chef,=,baked,x3543,the,4,child,+,for,4,the,=,cookies.,*,*,Did the chef bake the child for the cookies?,J,third,three,BenefactiveFor,implausible,401,1digit_2addition,dual
J,8562,The 3 renegade + quized 1 the = chancellor x3545 and 4 the + interpreter 8 misleaded = the x3546 hippie 3 when + the 7 agent = booked x3547 the 3 traveler + for 5 the = flight.,The,3,renegade,+,quized,1,the,=,chancellor,x3545,and,4,the,+,interpreter,8,misleaded,=,the,x3546,hippie,3,when,+,the,7,agent,=,booked,x3547,the,3,traveler,+,for,5,the,=,flight.,*,*,Did the agent book the traveler for the flight?,J,third,three,BenefactiveFor,implausible,402,1digit_2addition,noisy-single
J,8581,The thief stole the criminal for the item and the arbitrator entertained the polygamist but the niece presented the choreographer.,The,thief,stole,the,criminal,for,the,item,and,the,arbitrator,entertained,the,polygamist,but,the,niece,presented,the,choreographer.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the thief steal the criminal for the item?,J,first,three,BenefactiveFor,implausible,421,1digit_2addition,single
J,8502,The 6 programmer + observed 5 the = taxpayer x3305 and 4 the + ringleader 8 alerted = the x3306 tramp 4 when + the 2 roommate = washed x3307 the 6 dish + for 4 the = friend.,The,6,programmer,+,observed,5,the,=,taxpayer,x3305,and,4,the,+,ringleader,8,alerted,=,the,x3306,tramp,4,when,+,the,2,roommate,=,washed,x3307,the,6,dish,+,for,4,the,=,friend.,*,*,Did the roommate wash the dish for the friend?,J,third,three,BenefactiveFor,plausible,422,1digit_2addition,dual
J,8521,The 8 maid + cleaned 9 the = rooms x3381 for 4 the + siblings 1 and = the x3382 countess 9 spoted + the 1 stableman = but x3383 the 7 lithographer + rejected 3 the = supplier.,The,8,maid,+,cleaned,9,the,=,rooms,x3381,for,4,the,+,siblings,1,and,=,the,x3382,countess,9,spoted,+,the,1,stableman,=,but,x3383,the,7,lithographer,+,rejected,3,the,=,supplier.,*,*,Did the maid clean the rooms for the siblings?,J,first,three,BenefactiveFor,plausible,441,1digit_2addition,noisy-single
J,8522,The researcher compiled the report for the team and the conman pated the parent when the niece dazzled the fieldworker.,The,researcher,compiled,the,report,for,the,team,and,the,conman,pated,the,parent,when,the,niece,dazzled,the,fieldworker.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the researcher compile the report for the team?,J,first,three,BenefactiveFor,plausible,442,1digit_2addition,single
J,12461,The 3 mercenary + nominated 5 the = dane x8921 and 4 the + peddler 4 sickened = the x8922 swindler 4 but + the 8 conservationist = saved x8923 the 6 squirrel + for 9 the = nuts.,The,3,mercenary,+,nominated,5,the,=,dane,x8921,and,4,the,+,peddler,4,sickened,=,the,x8922,swindler,4,but,+,the,8,conservationist,=,saved,x8923,the,6,squirrel,+,for,9,the,=,nuts.,*,*,Did the conservationist save the nuts for the squirrel?,F,third,three,BenefactiveFor,implausible,461,1digit_2addition,dual
J,12462,The 3 stenographer + awaited 8 the = clown x8925 and 6 the + pensioner 5 saluted = the x8926 saxophonist 8 when + the 5 owner = secured x8927 the 1 dog + for 5 the = leash.,The,3,stenographer,+,awaited,8,the,=,clown,x8925,and,6,the,+,pensioner,5,saluted,=,the,x8926,saxophonist,8,when,+,the,5,owner,=,secured,x8927,the,1,dog,+,for,5,the,=,leash.,*,*,Did the owner secure the leash for the dog?,F,third,three,BenefactiveFor,implausible,462,1digit_2addition,noisy-single
J,12561,The medic wounded the scavenger and the masterpiece admired the artist but the trumpeter smacked the roadworker.,The,medic,wounded,the,scavenger,and,the,masterpiece,admired,the,artist,but,the,trumpeter,smacked,the,roadworker.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the artist admire the masterpiece?,F,second,three,ExperienerSubject,implausible,481,1digit_2addition,single
J,12482,The 3 child + adored 7 the = toy x9005 and 3 the + toolmaker 5 spooked = the x9006 climber 5 when + the 2 arbitrator = pinched x9007 the 1 delinquent.,The,3,child,+,adored,7,the,=,toy,x9005,and,3,the,+,toolmaker,5,spooked,=,the,x9006,climber,5,when,+,the,2,arbitrator,=,pinched,x9007,the,1,delinquent.,*,*,*,*,*,*,*,*,Did the toy adore the child?,F,first,three,ExperienerSubject,plausible,482,1digit_2addition,dual
J,12501,The 4 novelist + insulted 1 the = valet x9081 and 6 the + archaeologist 4 venerated = the x9082 artifact 5 but + the 5 trickster = rejected x9083 the 4 swindler.,The,4,novelist,+,insulted,1,the,=,valet,x9081,and,6,the,+,archaeologist,4,venerated,=,the,x9082,artifact,5,but,+,the,5,trickster,=,rejected,x9083,the,4,swindler.,*,*,*,*,*,*,*,*,Did the artifact venerate the archaeologist?,F,second,three,ExperienerSubject,plausible,501,1digit_2addition,noisy-single
J,12502,The englishman suspected the excavator and the collector wanted the painting when the clarinetist invoiced the veterinarian.,The,englishman,suspected,the,excavator,and,the,collector,wanted,the,painting,when,the,clarinetist,invoiced,the,veterinarian.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the painting want the collector?,F,second,three,ExperienerSubject,plausible,502,1digit_2addition,single
J,8761,The 8 sculpture + admired 5 the = student x4341 and 2 the + mason 4 intimidated = the x4342 encroacher 8 but + the 3 art = suspected x4343 the 4 linguist.,The,8,sculpture,+,admired,5,the,=,student,x4341,and,2,the,+,mason,4,intimidated,=,the,x4342,encroacher,8,but,+,the,3,art,=,suspected,x4343,the,4,linguist.,*,*,*,*,*,*,*,*,Did the sculpture admire the student?,J,first,three,ExperienerSubject,implausible,521,1digit_2addition,dual
J,8762,The 1 doll + adored 6 the = kid x4345 and 9 the + violinist 9 related = the x4346 interpreter 5 when + the 6 usurper = nudged x4347 the 1 watchman.,The,1,doll,+,adored,6,the,=,kid,x4345,and,9,the,+,violinist,9,related,=,the,x4346,interpreter,5,when,+,the,6,usurper,=,nudged,x4347,the,1,watchman.,*,*,*,*,*,*,*,*,Did the doll adore the kid?,J,first,three,ExperienerSubject,implausible,522,1digit_2addition,noisy-single
J,8781,The acrobat asked the treasurer and the shrine venerated the pilgrim but the dean compensated the stonecutter.,The,acrobat,asked,the,treasurer,and,the,shrine,venerated,the,pilgrim,but,the,dean,compensated,the,stonecutter.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the shrine venerate the pilgrim?,J,second,three,ExperienerSubject,implausible,541,1digit_2addition,single
J,8702,The 5 explorer + wanted 1 the = adventure x4105 and 1 the + postdoc 4 yelled = the x4106 bidder 1 when + the 2 pole = shamed x4107 the 6 publisher.,The,5,explorer,+,wanted,1,the,=,adventure,x4105,and,1,the,+,postdoc,4,yelled,=,the,x4106,bidder,1,when,+,the,2,pole,=,shamed,x4107,the,6,publisher.,*,*,*,*,*,*,*,*,Did the explorer want the adventure?,J,first,three,ExperienerSubject,plausible,542,1digit_2addition,dual
J,8801,The 4 investment + soothed 3 the = herder x4501 and 8 the + percussionist 2 quized = the x4502 neurologist 6 but + the 5 decision = agonized x4503 the 2 committee.,The,4,investment,+,soothed,3,the,=,herder,x4501,and,8,the,+,percussionist,2,quized,=,the,x4502,neurologist,6,but,+,the,5,decision,=,agonized,x4503,the,2,committee.,*,*,*,*,*,*,*,*,Did the decision agonize the committee?,J,third,three,ExperienerObject,plausible,561,1digit_2addition,noisy-single
J,8802,The taxpayer stuned the helper and the impostor notified the scoundrel when the trick amazed the audience.,The,taxpayer,stuned,the,helper,and,the,impostor,notified,the,scoundrel,when,the,trick,amazed,the,audience.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the trick amaze the audience?,J,third,three,ExperienerObject,plausible,562,1digit_2addition,single
J,12741,The 6 donor + spooked 9 the = stenographer x10041 and 3 the + client 2 displeased = the x10042 decision 7 but + the 2 prosecutor = tickled x10043 the 5 violinist.,The,6,donor,+,spooked,9,the,=,stenographer,x10041,and,3,the,+,client,2,displeased,=,the,x10042,decision,7,but,+,the,2,prosecutor,=,tickled,x10043,the,5,violinist.,*,*,*,*,*,*,*,*,Did the decision displease the client?,F,second,three,ExperienerObject,implausible,581,1digit_2addition,dual
J,12742,The 2 evangelist + teased 4 the = bishop x10045 and 7 the + presenter 9 embarrassed = the x10046 mistake 2 when + the 7 dealer = mollified x10047 the 6 storekeeper.,The,2,evangelist,+,teased,4,the,=,bishop,x10045,and,7,the,+,presenter,9,embarrassed,=,the,x10046,mistake,2,when,+,the,7,dealer,=,mollified,x10047,the,6,storekeeper.,*,*,*,*,*,*,*,*,Did the mistake embarrass the presenter?,F,second,three,ExperienerObject,implausible,582,1digit_2addition,noisy-single
J,12761,The sommelier swindled the midfielder and the yachtsman yelled the wench but the student agonized the puzzle.,The,sommelier,swindled,the,midfielder,and,the,yachtsman,yelled,the,wench,but,the,student,agonized,the,puzzle.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the puzzle agonize the student?,F,third,three,ExperienerObject,implausible,601,1digit_2addition,single
J,12682,The 9 milkman + deprecated 5 the = teenager x9805 and 3 the + illusion 4 amazed = the x9806 magician 5 when + the 6 workaholic = squeezed x9807 the 4 messenger.,The,9,milkman,+,deprecated,5,the,=,teenager,x9805,and,3,the,+,illusion,4,amazed,=,the,x9806,magician,5,when,+,the,6,workaholic,=,squeezed,x9807,the,4,messenger.,*,*,*,*,*,*,*,*,Did the magician amaze the illusion?,F,second,three,ExperienerObject,plausible,602,1digit_2addition,dual
J,12701,The 2 intermediary + faced 5 the = leper x9881 and 3 the + physiologist 9 delighted = the x9882 obstetrician 2 but + the 1 verdict = displeased x9883 the 7 advocate.,The,2,intermediary,+,faced,5,the,=,leper,x9881,and,3,the,+,physiologist,9,delighted,=,the,x9882,obstetrician,2,but,+,the,1,verdict,=,displeased,x9883,the,7,advocate.,*,*,*,*,*,*,*,*,Did the advocate displease the verdict?,F,third,three,ExperienerObject,plausible,621,1digit_2addition,noisy-single
J,12702,The aristocrat accosted the scavenger and the proofreader maddened the saxophonist when the blunder embarrassed the spokesperson.,The,aristocrat,accosted,the,scavenger,and,the,proofreader,maddened,the,saxophonist,when,the,blunder,embarrassed,the,spokesperson.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the spokesperson embarrass the blunder?,F,third,three,ExperienerObject,plausible,622,1digit_2addition,single
K,11601,The 3 deacon + betraied 5 the = shopper x5461 and 8 the + engine 8 assembled = the x5462 mechanic 8 but + the 3 groom = interviewed x5463 the 8 motorcyclist.,The,3,deacon,+,betraied,5,the,=,shopper,x5461,and,8,the,+,engine,8,assembled,=,the,x5462,mechanic,8,but,+,the,3,groom,=,interviewed,x5463,the,8,motorcyclist.,*,*,*,*,*,*,*,*,Did the mechanic assemble the engine?,F,second,three,Transitive,implausible,1,1digit_2addition,noisy-single
K,11602,The conservator saluted the diva and the wire bent the tailor when the encroacher extoled the sophomore.,The,conservator,saluted,the,diva,and,the,wire,bent,the,tailor,when,the,encroacher,extoled,the,sophomore.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the tailor bend the wire?,F,second,three,Transitive,implausible,2,1digit_2addition,single
K,11541,The 7 liberal + invoiced 7 the = illustrator x5221 and 5 the + player 8 kicked = the x5222 ball 9 but + the 3 opponent = advised x5223 the 2 parishioner.,The,7,liberal,+,invoiced,7,the,=,illustrator,x5221,and,5,the,+,player,8,kicked,=,the,x5222,ball,9,but,+,the,3,opponent,=,advised,x5223,the,2,parishioner.,*,*,*,*,*,*,*,*,Did the ball kick the player?,F,second,three,Transitive,plausible,21,1digit_2addition,dual
K,11542,The 9 choreographer + relieved 1 the = rival x5225 and 7 the + burglar 5 knocked = the x5226 door 1 when + the 6 intermediary = filmed x5227 the 1 athlete.,The,9,choreographer,+,relieved,1,the,=,rival,x5225,and,7,the,+,burglar,5,knocked,=,the,x5226,door,1,when,+,the,6,intermediary,=,filmed,x5227,the,1,athlete.,*,*,*,*,*,*,*,*,Did the door knock the burglar?,F,second,three,Transitive,plausible,22,1digit_2addition,noisy-single
K,11561,The zoologist misquoted the geologist and the veterinarian noted the toolmaker but the carpenter assembled the bookshelf.,The,zoologist,misquoted,the,geologist,and,the,veterinarian,noted,the,toolmaker,but,the,carpenter,assembled,the,bookshelf.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the bookshelf assemble the carpenter?,F,third,three,Transitive,plausible,41,1digit_2addition,single
K,7802,The 4 mat + bent 4 the = instructor x485 and 2 the + pianist 9 escorted = the x486 importer 7 when + the 9 emissary = accosted x487 the 6 physicist.,The,4,mat,+,bent,4,the,=,instructor,x485,and,2,the,+,pianist,9,escorted,=,the,x486,importer,7,when,+,the,9,emissary,=,accosted,x487,the,6,physicist.,*,*,*,*,*,*,*,*,Did the mat bend the instructor?,J,first,three,Transitive,implausible,42,1digit_2addition,dual
